"Date","PM10 AQI Value","Main Pollutant","Site Name","Site ID","Source"
"12/18/2014","7","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/19/2014","9","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/20/2014","14","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/21/2014","23","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/22/2014","25","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/23/2014","23","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/24/2014","6","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/25/2014","1","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/26/2014","7","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/27/2014","18","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/28/2014","10","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/29/2014","6","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/30/2014","10","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
"12/31/2014","15","","MCMILLAN  NCore-PAMS","11-001-0043","AQS"
