, AQI Value,PBLH (m),CO (ppm),O3 (ppm),PM 2.5 (ug/m3),PM 10 (ug/m3),SO2 (ppb),NO2 (ppb),Temperture (C),Dew Point Temp (C),Relative Humidity (%)
2020-08-27,-1.0,2077.983,5.0,36.0,46.0,16.0,0.7,15.0,2.1757692307692307,1.6123076923076922,5.056153846153846
2020-08-28,-1.0,1518.0646,3.0,33.0,27.0,19.0,1.0,15.0,2.8457366771159873,2.1898119122257054,7.251630094043887
2020-08-29,-1.0,893.0229,3.0,31.0,22.0,6.0,0.5,9.0,4.516318840579711,4.192028985507246,16.16878260869565
2020-08-30,-1.0,1984.0577,6.0,37.0,32.0,12.0,0.4,24.0,2.256142322097378,1.4032584269662922,5.078913857677902
2020-08-31,-1.0,728.654,8.0,26.0,30.0,12.0,0.6,23.0,2.2102830188679246,1.7828616352201259,7.514056603773584
2021-05-01,-1.0,2157.6318,5.0,45.0,37.0,18.0,1.1,24.0,1.0683922829581993,-0.3092282958199357,2.307909967845659
2021-05-02,0.0,1776.7605,6.0,58.0,46.0,20.0,1.3,20.0,1.6271578947368421,0.5314035087719298,3.690315789473684
2021-05-03,-1.0,1146.9631,5.0,41.0,33.0,23.0,1.0,25.0,1.8881962025316454,1.339240506329114,6.049430379746835
2021-05-04,-1.0,1575.7124,6.0,41.0,33.0,23.0,1.0,22.0,2.2874143302180685,1.819906542056075,7.868785046728973
2021-05-05,-1.0,1634.6918,5.0,39.0,25.0,24.0,1.1,19.0,2.05423197492163,1.6657366771159874,8.055141065830721
2021-05-06,-1.0,2054.198,7.0,38.0,33.0,14.0,1.4,33.0,1.2222456140350877,0.24796491228070175,3.896315789473684
2021-05-07,-1.0,1949.248,9.0,38.0,19.0,17.0,1.6,26.0,1.1043130990415335,0.5176996805111821,5.010638977635782
2021-05-08,-1.0,2434.4824,5.0,41.0,28.0,16.0,0.9,25.0,0.9767619047619048,0.3904444444444444,5.606730158730159
2021-05-09,-1.0,1455.6509,6.0,40.0,18.0,19.0,1.1,27.0,1.0431089743589743,0.34314102564102567,4.213076923076923
2021-05-10,-1.0,1662.812,3.0,44.0,28.0,16.0,1.2,22.0,1.361826923076923,0.6053525641025641,4.396185897435897
2021-05-11,-1.0,2490.1853,5.0,47.0,21.0,16.0,1.1,33.0,1.216923076923077,0.2021153846153846,3.2076602564102563
2021-05-12,-1.0,2197.9785,6.0,36.0,33.0,15.0,0.0,36.0,1.1271704180064308,0.011929260450160776,2.8889710610932475
2021-05-13,-1.0,2683.4575,8.0,44.0,44.0,18.0,0.0,40.0,1.2489102564102563,0.1659294871794872,3.276121794871795
2021-05-14,-1.0,2551.7566,8.0,45.0,40.0,20.0,1.4,41.0,1.3181028938906754,0.25884244372990356,3.2587781350482317
2021-05-15,0.0,3215.8853,9.0,67.0,34.0,18.0,1.5,39.0,1.4000961538461538,0.3259935897435897,3.372211538461539
2021-05-16,-1.0,2131.0767,6.0,46.0,45.0,19.0,1.8,23.0,1.2980448717948718,0.6106089743589743,4.3578205128205125
2021-05-17,-1.0,2084.8613,5.0,49.0,47.0,27.0,1.5,27.0,1.3799358974358973,0.7293910256410256,4.60676282051282
2021-05-18,0.0,2526.277,7.0,80.0,52.0,24.0,1.6,36.0,1.5139549839228295,0.7278135048231511,4.178006430868167
2021-05-19,1.0,2508.2312,8.0,101.0,52.0,25.0,1.6,48.0,1.6718269230769232,0.8144871794871795,3.923333333333333
2021-05-20,1.0,2372.618,9.0,140.0,41.0,28.0,2.2,44.0,1.842628205128205,1.009423076923077,4.209038461538461
2021-05-21,0.0,1409.3868,5.0,84.0,52.0,28.0,3.2,30.0,1.6650482315112543,0.6960128617363345,3.5860128617363345
2021-05-22,0.0,2479.035,6.0,80.0,52.0,29.0,2.4,31.0,1.8660897435897437,0.9375320512820513,3.7339423076923075
2021-05-23,0.0,2330.2173,2.0,61.0,30.0,30.0,2.1,6.0,2.2236977491961416,1.0583922829581993,3.0818327974276527
2021-05-24,-1.0,708.3839,5.0,27.0,43.0,24.0,1.9,15.0,2.0614420062695924,1.4059561128526645,6.504137931034483
2021-05-25,-1.0,1197.7263,5.0,38.0,58.0,29.0,1.4,25.0,1.9466770186335405,1.4254347826086957,7.755341614906832
2021-05-26,0.0,2807.2847,5.0,74.0,40.0,32.0,0.7,23.0,2.9403067484662575,2.28478527607362,8.436012269938649
2021-05-27,-1.0,2592.0054,6.0,49.0,42.0,19.0,0.3,39.0,2.6012383900928793,1.7991021671826626,7.160557275541796
2021-05-28,-1.0,944.9369,7.0,41.0,8.0,22.0,0.3,24.0,2.7806709265175718,1.9473482428115014,8.626261980830671
2021-05-29,-1.0,680.06793,2.0,29.0,14.0,8.0,1.7,10.0,2.9855913978494626,2.5268010752688173,19.758897849462368
2021-05-30,-1.0,783.99084,2.0,24.0,33.0,11.0,1.7,7.0,1.2109345794392523,0.8404361370716512,8.113395638629283
2021-05-31,-1.0,1795.4421,8.0,41.0,35.0,18.0,2.0,34.0,1.287188498402556,0.6473482428115016,4.9652396166134185
2021-06-01,-1.0,1725.068,10.0,41.0,45.0,19.0,1.3,28.0,1.523525641025641,1.0017628205128206,5.074134615384616
2021-06-02,-1.0,1547.152,5.0,45.0,33.0,16.0,1.5,29.0,1.7649328859060405,1.1808724832214765,5.178288590604027
2021-06-03,-1.0,1389.5315,3.0,32.0,32.0,15.0,1.4,20.0,2.6739449541284404,2.2064831804281346,9.452844036697247
2021-06-04,-1.0,1775.1466,5.0,46.0,52.0,15.0,1.6,25.0,2.74,2.251376146788991,9.52256880733945
2021-06-05,1.0,2222.0886,7.0,105.0,58.0,27.0,1.7,26.0,2.0314147909967843,1.3885209003215433,4.91588424437299
2021-06-06,0.0,2180.666,7.0,77.0,54.0,21.0,1.5,24.0,2.095448717948718,1.498076923076923,4.933621794871795
2021-06-07,0.0,1511.109,6.0,37.0,51.0,19.0,1.8,16.0,2.1531089743589744,1.6872435897435896,5.402852564102564
2021-06-08,0.0,1171.8068,6.0,49.0,59.0,19.0,1.6,14.0,3.061578947368421,2.424860681114551,7.661950464396285
2021-06-09,0.0,943.6654,6.0,45.0,42.0,18.0,1.5,19.0,2.307252396166134,1.7434185303514376,5.566038338658148
2021-06-10,-1.0,1276.3165,5.0,48.0,28.0,15.0,1.5,19.0,2.555625,2.07490625,7.57071875
2021-06-11,-1.0,499.80444,5.0,26.0,37.0,8.0,1.3,22.0,2.8843154761904763,2.658511904761905,12.366517857142856
2021-06-12,-1.0,801.1076,6.0,44.0,32.0,18.0,1.5,16.0,2.033510971786834,1.5825078369905956,7.415611285266458
2021-06-13,-1.0,991.4944,6.0,35.0,42.0,15.0,1.6,11.0,1.800705128205128,1.3491666666666666,5.392948717948718
2021-06-14,0.0,1727.6599,5.0,54.0,34.0,17.0,1.7,20.0,1.929614147909968,1.3789067524115757,5.06096463022508
2021-06-15,-1.0,1688.047,3.0,40.0,25.0,14.0,1.7,11.0,2.7440243902439025,2.0553048780487804,8.885030487804878
2021-06-16,-1.0,2327.0386,2.0,48.0,28.0,17.0,1.7,18.0,1.7711254019292602,0.7490032154340835,3.4463022508038583
2021-06-17,0.0,2014.4384,7.0,54.0,44.0,16.0,2.3,41.0,1.6998713826366558,0.4568488745980708,2.7993890675241158
2021-06-18,0.0,2047.5469,9.0,77.0,60.0,21.0,1.8,34.0,1.766025641025641,0.8547435897435898,3.7353846153846155
2021-06-19,0.0,1320.4288,7.0,47.0,58.0,22.0,1.7,32.0,2.0994249201277957,1.4194249201277955,4.789744408945687
2021-06-20,0.0,1625.6443,9.0,46.0,45.0,20.0,1.7,24.0,2.2186900958466453,1.765591054313099,6.058210862619808
2021-06-21,-1.0,2110.9277,3.0,35.0,29.0,17.0,1.3,17.0,2.8329503105590064,2.2970496894409935,7.867173913043478
2021-06-22,-1.0,1491.2537,5.0,27.0,26.0,12.0,1.3,23.0,2.356780185758514,1.979907120743034,8.791919504643962
2021-06-23,-1.0,2447.589,6.0,44.0,40.0,13.0,1.3,31.0,1.5182315112540195,0.640032154340836,3.8660128617363343
2021-06-24,-1.0,1898.6315,7.0,48.0,27.0,19.0,1.3,30.0,1.6454807692307691,0.8274038461538461,3.996570512820513
2021-06-25,-1.0,1306.8821,5.0,44.0,35.0,20.0,1.2,22.0,1.700225080385852,1.092540192926045,4.790257234726688
2021-06-26,-1.0,1495.704,3.0,24.0,43.0,11.0,1.5,10.0,4.002953216374269,3.3564035087719293,12.729298245614036
2021-06-27,-1.0,1600.605,5.0,21.0,43.0,19.0,3.1,8.0,2.6141065830721004,2.111692789968652,7.200532915360501
2021-06-28,-1.0,1651.8085,5.0,34.0,43.0,19.0,2.7,12.0,2.1817628205128208,1.6941666666666664,5.3353205128205134
2021-06-29,-1.0,1941.9124,5.0,39.0,40.0,18.0,1.4,13.0,2.21650641025641,1.7098397435897437,5.298974358974359
2021-06-30,-1.0,2453.6533,3.0,45.0,30.0,18.0,1.6,21.0,2.2956410256410256,1.6267628205128206,4.661891025641026
2021-07-01,-1.0,1065.4875,5.0,41.0,32.0,11.0,1.5,17.0,3.730922619047619,2.9483035714285712,10.398541666666667
2021-07-02,-1.0,1782.629,5.0,36.0,23.0,11.0,1.5,23.0,3.1169369369369373,2.5454054054054054,10.725615615615617
2021-07-03,-1.0,1707.6089,3.0,34.0,153.0,6.0,6.5,17.0,1.744726688102894,0.9578456591639871,4.1190675241157555
2021-07-04,1.0,1668.485,7.0,45.0,119.0,47.0,2.5,25.0,1.8251923076923078,1.1947435897435896,4.771346153846154
2021-07-05,1.0,1913.4008,9.0,45.0,67.0,48.0,1.6,26.0,2.1038338658146967,1.5004472843450478,5.119456869009584
2021-07-06,0.0,1889.3884,6.0,61.0,73.0,23.0,1.5,22.0,2.170096153846154,1.6041666666666667,5.032980769230769
2021-07-07,0.0,2055.9097,6.0,58.0,57.0,27.0,1.7,21.0,2.2688424437299037,1.6950482315112538,5.01491961414791
2021-07-08,0.0,1037.6606,6.0,31.0,35.0,17.0,1.4,21.0,3.009969135802469,2.362561728395062,7.851141975308642
2021-07-09,-1.0,1501.2302,6.0,40.0,35.0,10.0,1.5,19.0,3.0072865853658537,2.5178658536585368,9.67280487804878
2021-07-10,-1.0,1807.1793,6.0,38.0,52.0,9.0,1.3,21.0,1.9733865814696485,1.4150479233226836,5.334121405750799
2021-07-11,0.0,1714.5535,7.0,40.0,51.0,14.0,1.3,12.0,2.2153870967741933,1.6235483870967742,5.224161290322581
2021-07-12,0.0,1446.848,5.0,38.0,49.0,15.0,1.4,12.0,2.5310759493670885,2.048639240506329,6.468544303797469
2021-07-13,-1.0,2037.6193,5.0,39.0,40.0,17.0,1.3,13.0,2.282948717948718,1.7307692307692308,5.089743589743589
2021-07-14,-1.0,2387.1914,3.0,48.0,61.0,14.0,1.7,18.0,2.2775641025641025,1.6652243589743587,5.175416666666667
2021-07-15,0.0,1944.162,6.0,77.0,54.0,12.0,1.7,18.0,2.2570454545454544,1.7637987012987013,6.104220779220779
2021-07-16,0.0,2109.5095,6.0,67.0,57.0,17.0,1.7,26.0,2.292948717948718,1.5704807692307692,4.466217948717949
2021-07-17,0.0,2071.6082,6.0,45.0,38.0,18.0,1.3,20.0,2.8532704402515723,2.136635220125786,6.087484276729559
2021-07-18,-1.0,1924.7957,3.0,40.0,71.0,9.0,1.5,19.0,1.9994551282051283,1.3507371794871794,4.656538461538462
2021-07-19,0.0,1958.051,6.0,45.0,88.0,27.0,1.7,20.0,2.1087417218543045,1.3459602649006623,4.484139072847682
2021-07-20,0.0,2071.657,6.0,71.0,91.0,35.0,1.7,24.0,2.17551948051948,1.4308116883116884,4.517435064935064
2021-07-21,0.0,1923.9153,6.0,67.0,69.0,33.0,1.4,25.0,2.4518354430379747,1.6764240506329113,5.2635443037974685
2021-07-22,0.0,2481.6758,7.0,38.0,48.0,14.0,1.7,31.0,1.9229354838709678,1.0162903225806452,3.8614516129032257
2021-07-23,-1.0,2523.9297,8.0,42.0,53.0,15.0,1.5,29.0,1.9209294871794873,0.9581410256410257,3.6424358974358975
2021-07-24,0.0,1725.068,8.0,50.0,63.0,22.0,1.5,25.0,2.037717041800643,1.2675562700964629,4.506205787781351
2021-07-25,0.0,1904.5001,6.0,44.0,58.0,20.0,1.6,14.0,2.0481089743589744,1.538173076923077,5.172435897435897
2021-07-26,0.0,2301.119,5.0,87.0,61.0,17.0,2.0,26.0,2.307955271565495,1.6783067092651756,5.183546325878594
2021-07-27,1.0,2343.0303,7.0,101.0,63.0,22.0,1.9,35.0,2.618710691823899,1.90874213836478,6.646729559748427
2021-07-28,1.0,2432.5264,9.0,112.0,69.0,24.0,1.6,35.0,2.217628205128205,1.3637820512820513,4.060192307692308
2021-07-29,0.0,2263.022,6.0,61.0,59.0,22.0,1.6,27.0,3.6458805970149255,3.0351044776119402,10.883850746268656
2021-07-30,0.0,2423.1367,6.0,58.0,37.0,18.0,1.6,20.0,2.1625320512820516,1.4446153846153844,4.628685897435898
2021-07-31,-1.0,2287.3765,6.0,45.0,62.0,16.0,1.4,15.0,1.8763344051446944,1.0346945337620579,3.931286173633441
2021-08-01,0.0,719.4364,6.0,44.0,56.0,15.0,1.9,10.0,2.588018575851393,2.0805263157894736,8.193095975232199
2021-08-02,0.0,2160.5662,6.0,43.0,51.0,19.0,1.5,29.0,1.8107371794871796,1.1690064102564104,4.737948717948718
2021-08-03,0.0,1611.1685,8.0,44.0,47.0,18.0,1.6,29.0,1.8087179487179486,1.1792628205128206,4.724679487179487
2021-08-04,0.0,1903.8154,7.0,51.0,54.0,17.0,1.5,34.0,1.8249196141479098,1.1880707395498393,4.774340836012861
2021-08-05,0.0,2339.754,8.0,90.0,54.0,21.0,1.8,32.0,1.8983653846153845,1.1581089743589743,4.3929807692307685
2021-08-06,0.0,1837.1091,6.0,77.0,45.0,22.0,1.6,27.0,2.056796116504854,1.3871521035598706,4.74032362459547
2021-08-07,-1.0,685.4475,6.0,41.0,38.0,12.0,1.4,21.0,2.387165109034268,1.9495327102803737,7.955482866043614
2021-08-08,0.0,2101.1956,5.0,67.0,55.0,10.0,1.5,14.0,2.3283647798742138,1.67374213836478,6.406792452830189
2021-08-09,0.0,1498.785,5.0,49.0,63.0,17.0,0.3,17.0,2.4966561514195584,1.9639432176656149,6.586056782334384
2021-08-10,0.0,1867.2346,5.0,50.0,47.0,20.0,0.3,20.0,2.9458513931888546,2.3324767801857584,7.8473374613003095
2021-08-11,-1.0,1942.597,6.0,44.0,47.0,14.0,0.5,24.0,2.4570886075949367,1.951613924050633,6.430854430379747
2021-08-12,-1.0,1994.9741,5.0,49.0,46.0,14.0,0.5,19.0,2.17150641025641,1.71525641025641,5.528942307692308
2021-08-13,-1.0,2109.1182,5.0,49.0,44.0,13.0,0.5,20.0,3.02259375,2.2020625,6.28828125
2021-08-14,-1.0,1637.8706,5.0,44.0,35.0,10.0,0.0,18.0,2.1759105431309904,1.6880511182108626,5.68479233226837
2021-08-15,-1.0,1080.5013,6.0,47.0,44.0,14.0,0.0,21.0,2.9534049079754605,2.34,8.675705521472393
2021-08-16,-1.0,591.30554,6.0,31.0,35.0,12.0,0.0,27.0,2.9267791411042943,2.4275766871165643,9.0540490797546
2021-08-17,-1.0,829.76587,5.0,24.0,32.0,11.0,0.3,18.0,3.39566265060241,2.9796084337349398,11.050421686746988
2021-08-18,-1.0,1093.9012,5.0,20.0,28.0,11.0,0.1,10.0,3.009783281733746,2.601950464396285,8.70250773993808
2021-08-19,-1.0,1371.9257,5.0,35.0,27.0,6.0,0.2,17.0,2.2045833333333333,1.6660576923076922,5.181987179487179
2021-08-20,-1.0,697.4781,6.0,38.0,36.0,5.0,0.5,23.0,2.887723076923077,2.4570153846153846,9.472892307692307
2021-08-21,-1.0,1236.5569,8.0,45.0,42.0,9.0,0.4,24.0,2.4484858044164035,1.8912618296529968,6.377034700315457
2021-08-22,-1.0,772.44934,8.0,40.0,56.0,11.0,0.7,24.0,2.24415873015873,1.7995238095238095,6.320539682539683
2021-08-23,0.0,1495.7529,6.0,46.0,57.0,17.0,0.9,26.0,2.1498076923076925,1.538974358974359,4.9220512820512825
2021-08-24,0.0,1436.529,8.0,74.0,64.0,19.0,0.6,35.0,2.4720253164556962,1.7904113924050633,5.422721518987341
2021-08-25,1.0,1499.7631,10.0,122.0,57.0,25.0,2.2,32.0,2.2112179487179486,1.7081089743589741,5.363044871794871
2021-08-26,0.0,1222.3256,9.0,67.0,55.0,22.0,0.7,35.0,3.246666666666667,2.6416819571865444,8.84012232415902
2021-08-27,0.0,1613.9071,11.0,45.0,54.0,20.0,0.8,24.0,4.036906779661017,3.3722457627118647,11.475466101694915
2021-08-28,0.0,1082.9465,6.0,58.0,53.0,16.0,1.2,13.0,2.58625786163522,2.1108490566037736,7.072987421383648
2021-08-29,0.0,792.9405,7.0,47.0,46.0,15.0,0.3,18.0,2.6698447204968945,2.1988198757763975,8.108788819875777
2021-08-30,-1.0,1405.2299,7.0,44.0,48.0,14.0,0.5,22.0,2.6555625,2.20321875,7.748156249999999
2021-08-31,-1.0,751.17566,8.0,46.0,40.0,16.0,0.6,23.0,2.0591666666666666,1.6014102564102564,5.415705128205128
2022-05-01,-1.0,751.17566,6.0,41.0,52.0,0.0,1.1,22.0,1.1967092651757187,0.6066773162939296,4.975878594249202
2022-05-02,0.0,751.17566,6.0,61.0,55.0,0.0,1.3,42.0,1.6025867507886435,0.9489905362776024,6.065015772870662
2022-05-03,0.0,751.17566,6.0,35.0,43.0,0.0,1.2,39.0,1.8591875000000002,1.32475,7.84065625
2022-05-04,-1.0,751.17566,6.0,33.0,28.0,0.0,1.1,23.0,2.340875,1.939625,11.758625
2022-05-05,-1.0,751.17566,6.0,31.0,28.0,0.0,1.2,19.0,1.3711612903225807,0.8486774193548386,5.023096774193549
2022-05-06,-1.0,751.17566,6.0,42.0,8.0,0.0,1.4,18.0,2.0678614457831324,1.7461144578313255,11.341295180722891
2022-05-07,-1.0,751.17566,3.0,42.0,26.0,0.0,1.2,14.0,2.6803753351206434,2.203565683646113,19.826675603217158
2022-05-08,-1.0,751.17566,8.0,44.0,35.0,0.0,1.1,31.0,0.9637812499999999,0.44728124999999996,7.1749375
2022-05-09,0.0,751.17566,9.0,58.0,28.0,0.0,1.0,42.0,1.0523717948717948,0.07708333333333334,3.588301282051282
2022-05-10,0.0,751.17566,9.0,67.0,44.0,0.0,1.1,37.0,1.2711217948717948,0.15048076923076925,3.0528525641025643
2022-05-11,-1.0,751.17566,6.0,48.0,34.0,0.0,1.3,39.0,1.3482692307692308,0.45775641025641023,3.6530128205128207
2022-05-12,-1.0,751.17566,6.0,32.0,28.0,0.0,1.4,32.0,1.8806874999999998,1.3821875000000001,7.316656249999999
2022-05-13,-1.0,751.17566,6.0,20.0,24.0,0.0,1.4,17.0,2.362073170731707,2.0282012195121952,10.294207317073171
2022-05-14,-1.0,751.17566,6.0,20.0,28.0,0.0,1.7,12.0,3.227551020408163,2.8430903790087467,13.822128279883382
2022-05-15,-1.0,751.17566,6.0,40.0,34.0,0.0,1.6,18.0,3.415028735632184,2.9479022988505745,14.718620689655172
2022-05-16,-1.0,751.17566,6.0,44.0,28.0,0.0,1.6,32.0,2.4833639143730886,2.058776758409786,9.697981651376148
2022-05-17,0.0,751.17566,5.0,67.0,22.0,0.0,1.4,34.0,1.8209554140127389,0.6976751592356688,3.685700636942675
2022-05-18,-1.0,751.17566,6.0,44.0,40.0,0.0,1.4,21.0,1.4908974358974358,0.5008653846153847,3.3468589743589745
2022-05-19,-1.0,751.17566,7.0,49.0,64.0,0.0,1.1,38.0,1.7447854785478547,1.0377557755775577,4.779999999999999
2022-05-20,0.0,751.17566,10.0,71.0,58.0,0.0,0.9,32.0,1.9310897435897436,1.3417307692307692,4.87926282051282
2022-05-21,0.0,751.17566,6.0,74.0,52.0,0.0,0.9,23.0,2.283,1.5099,4.517433333333333
2022-05-22,0.0,751.17566,6.0,44.0,23.0,0.0,1.0,13.0,3.1880182926829272,2.4115243902439025,8.631341463414634
2022-05-23,-1.0,751.17566,5.0,38.0,23.0,0.0,1.2,10.0,1.9812264150943395,1.3316037735849056,6.293270440251573
2022-05-24,-1.0,751.17566,5.0,30.0,25.0,0.0,1.1,23.0,2.1353374233128832,1.6592638036809815,10.225521472392638
2022-05-25,-1.0,751.17566,5.0,33.0,31.0,0.0,1.2,18.0,1.584331210191083,0.941656050955414,5.676751592356688
2022-05-26,-1.0,751.17566,5.0,26.0,35.0,0.0,1.3,19.0,2.034607142857143,1.413357142857143,7.453892857142858
2022-05-27,-1.0,751.17566,5.0,31.0,22.0,0.0,1.2,18.0,2.7475757575757576,2.348666666666667,10.50209090909091
2022-05-28,-1.0,751.17566,5.0,37.0,36.0,0.0,0.0,13.0,2.0262578616352203,1.4640880503144653,6.7005660377358485
2022-05-29,0.0,751.17566,7.0,51.0,49.0,0.0,0.0,25.0,1.77900641025641,1.0757692307692308,4.4549679487179485
2022-05-30,0.0,751.17566,7.0,54.0,58.0,0.0,0.0,17.0,1.913269230769231,1.3565064102564104,5.03051282051282
2022-05-31,0.0,751.17566,6.0,58.0,57.0,0.0,0.0,37.0,2.157596153846154,1.4332371794871794,4.6804487179487175
